0.00475472,0.009068563,0.006925235,0.012873582,0.006243953,0,0.000151008,0.000279312,0.015382939,0.034192756,1.40606E-05,2.76609E-05,0.006015935,0.00975631,0.004280866,0.000848261,6.33469E-05,0.008910957,0.004283567,0.012518729,0.012281705,0.000846594,0.011908968,0.026837654,0.003390524,0.030148124,0.000156681,0.079804121,1.68288E-05,0.000625833,0.00185121,0.010695518,0.054323353,0.000150035,0.000112678,0.000790413,0.000718802,3.84355E-05,9.85984E-05,0.00041181,6.30804E-05,7.22741E-05,0.003273554,5.79051E-05,0.000377451,0.08613608,1.48159E-05,0.015779537,4.22086E-05,0.00006838,0.008950855,0.003682935,4.57995E-05,0.000130006,0.001125784,0.001132692,0.003652575,5.56373E-05,3.76643E-05,0.000066393,0.000196308,0.002316775,3.32868E-05,0,7.67146E-06,4.34286E-05,0.000020396,0.024887948,1.42628E-05,6.01747E-06,1.97597E-05,0.010029894,0.000079613,9.79873E-05,0.00333472,0.000534369,5.05659E-06,0.391483882,0
0.014558638,1.02218E-05,0.017559259,0.01707354,0.016827682,0,0.000359333,0.000317836,0.042415574,0.110839114,9.68559E-05,0.000229283,0.177436666,0.032739127,0.013646433,0.020000747,0.005361646,0.068890205,0.002149758,0.006068372,0.005788574,0.005007002,0.063732398,0.007958523,0.000213733,0.100194362,0.000501742,0.029667034,5.18994E-05,0.000490291,0.045711237,0.034103079,0.163601801,9.80324E-05,0.00030444,0.001710463,0.000641707,0.000431921,0.008219776,0.037394491,0.000575471,0.000643196,0.033750145,0.000136079,0.025739089,0.010344271,0.000137121,0.053558623,0.000331551,1.74241E-05,0.037721109,0.017203701,0.000138009,2.05175E-05,9.55502E-05,0.000240168,0.000539809,0,2.92661E-05,0.00001481,0.000500523,0.027803079,1.55196E-05,8.79762E-06,0,0.022559251,1.58658E-05,0.044765998,8.93947E-05,0.003749194,0.000690175,0.002497577,0.002633563,0.000115055,0.173189401,0.001151532,0.000014123,0.024314619,0
0.015015823,9.16448E-06,0.019906134,0.014549149,0.020525458,5.00596E-06,0.000352928,0.000317253,0.05904195,0.012139976,9.63522E-05,0.000466022,0.289123373,0.040644602,0.021517582,0.019306318,0.009465375,0.060061626,0.002380325,0.0730009,0.074064284,0.061028957,0.090964507,0.025031822,0.000253207,0.163500954,0.006090465,0.042437779,6.04689E-05,0.000480614,0.083925076,0.065479502,0.236312645,0.000123822,7.87422E-05,0.001867749,0.000147294,0.000930544,0.000138495,0.011846291,0.012860732,0.013192517,0.000365863,0.000139504,0.040513971,0.012965132,0.000118448,0.045077419,0.000188747,0.001219234,0.035197123,0.056154115,0.022526457,0.07569208,0.095012341,0.000406724,0.061032924,0.000303358,0.00014781,0.001354478,0.002674602,0.024448335,0.000151983,0.004582348,0.001291997,0.258277791,0.000110899,0.033967587,6.24462E-05,0.00117236,0.000308051,0.001657969,0.000159597,0.000142463,0.00227663,0.009155685,1.30007E-05,0.014739492,0
0.003156648,0.00024808,0.007262186,0.012482882,0.006445077,0.00107547,0.000158747,0.000208997,0.018750312,0.041864239,0.000013715,1.36157E-05,0.00727187,0.008525667,0.003754841,0.000441707,0.000052118,0.006201901,0.004137239,0.01023995,0.000956837,0.000795831,0.000635611,0.001260692,0.000116298,0.019940008,0.00011631,0.055808636,1.43282E-05,0.000663977,0.001333914,0.007464305,0.060528872,0.00018904,0.000144889,0,0.011633379,0.000217292,0.000140097,0.031880275,0.000115203,0.000163519,0.008661656,2.61606E-05,0.007630677,0.08224138,8.79774E-06,0.015159094,7.46463E-05,1.48752E-05,0.010160807,0.000610832,0.000103463,0.000038802,0.000291518,0.00024774,0.001687474,7.87623E-05,2.46405E-05,4.37097E-05,0.002758541,0.002570421,0.000108612,9.03679E-06,0,0.002983643,0,0.032119738,4.24817E-05,0.00123421,2.35449E-05,0.030415773,0.000216461,0.002203541,0.005397563,0.001467265,8.73907E-06,0.547212512,0
0.009695526,2.59594E-05,0.035215042,0.015705276,0.018736055,0.003050796,0.007449935,0.004165673,0.060233471,0.133959448,9.54854E-05,4.39248E-05,0.238482205,0.028628706,0.02073525,0.01534416,0.00752601,0.015824409,0.044311041,0.126347162,0.119410193,0.102864321,0.102043644,0.044741208,0.00017291,0.20269314,0.00790441,0.522612558,6.75607E-05,0.000641269,0.093963776,0.074153497,0.276421887,0.003634625,0.000111804,1.64595E-06,0.000249388,0.000242215,0.00011983,0.132608093,0.015097777,0.014546751,0.005134953,0.0004683,0.129103829,0.048807881,0.000191454,0.065586275,0.00010685,1.16285E-05,0.013116231,3.35842E-05,7.09927E-05,0,1.09365E-05,0.000152053,1.22509E-05,1.82189E-05,2.31412E-05,0,1.18766E-05,0.032991198,4.07087E-05,8.09101E-06,0,1.10027E-05,0,2.41485E-05,0.000111155,9.07861E-05,0.001113325,1.02922E-05,0.00010016,0.000116687,3.30541E-05,2.32281E-05,0.000347719,0.000133954,0
0.010363778,6.92907E-06,0.019448808,0.013619093,0.013339025,0.000753505,0.000290971,0.005416142,0.067515116,0.172115815,7.99888E-05,5.94821E-05,0.009238002,0.025249553,0.016177659,0.015240353,0.006062306,0.058851835,0.035251087,0.090977879,0.088713671,0.006314613,0.004338982,0.020275605,0.003187896,0.155068347,0.005881347,0.430752556,7.18131E-05,0.000389409,0.050075754,0.03666217,0.241959291,0.0038896,0.009704931,9.47921E-06,0.000137349,0.000629666,0.020549772,0.166838989,0.000636163,0.000663041,0.10603698,4.50957E-05,0.036612535,0.012707404,3.4625E-06,0.044640318,0.000113031,7.48476E-05,0.015936463,0.002026384,9.96225E-05,6.82576E-05,0.018070845,3.19076E-05,0.002329749,6.40179E-05,6.16227E-05,4.50994E-05,0.001368775,0.02199546,0,0.002208161,4.66004E-05,0.000665026,0.002850281,0.001802821,0.000237222,0.001109918,0.000431593,0.033210612,0.005025353,0.000112406,0.221090439,0.031747566,2.75074E-05,0.010026309,0
0.013597649,9.56242E-06,0.041383515,0.019218066,0.022833387,0.002165943,0.000457954,0.000341321,0.102749649,0.135792431,0.000169991,0.000513571,0.212314313,0.044238284,0.021523434,0.015598981,0.011299817,0.094058436,0.034267793,0.091274383,0.085064057,0.004838825,0.109065165,0.023732108,0.003143827,0.228519508,0.010029869,0.597677512,0.000145676,0.000538253,0.09386169,0.064586304,0.029526385,0.004578989,8.92176E-05,8.4479E-06,0.000205252,0.015352666,0.000162545,0.286914832,0.013411744,0.014912446,0.005222668,7.28287E-05,0.070762935,0.022510861,2.79887E-05,0.051105163,0.000354035,1.82997E-05,0.09826899,3.02649E-05,0.002389566,0,1.42744E-05,0.001605767,1.10528E-05,0,0.002066336,0,6.59071E-06,0.030006634,0,0,0,1.17018E-05,0,1.96905E-05,0.001616247,7.26774E-05,0.000341397,1.11263E-05,0.004200795,0.000121311,3.43683E-05,6.77334E-06,0.000308336,0.000178395,0
0.014024188,0.001219254,0.004124816,0.010360689,0.009799299,1.06442E-05,0.006325524,0.000268783,0.088283086,0.1604059,0.000150228,4.98163E-05,0.201102284,0.034652586,0.021400131,0.032605175,0.008839639,0.01022564,0.031118304,0.005513914,0.005206082,0.004156847,0.098977181,0.021752976,0.034161575,0.188527937,0.007513875,0.50116875,0.000588904,0.000535775,0.103175018,0.070106279,0.317708187,0.004674889,0.000302509,6.13198E-06,0.003386844,0.000723886,0.000286965,0.006629801,0.00020482,0.000190048,0.007478651,0.000101664,0.000729996,0.025158498,0.000111729,0.018612214,8.82754E-05,0.000102507,0.028550953,0.005393789,0.000061344,0.000186147,0.001528276,0.000647087,0.005649135,0.000518215,0.000305618,0.000122714,0.001254109,0.001077552,5.95488E-06,9.77924E-06,4.15034E-05,0.006683891,0.008333362,0.036615805,0.003608268,0.002714357,0.000551162,0.004915787,0.004065639,0.004787259,0.003515285,0.000608323,2.01276E-05,2.789258885,0
0.010189604,0.000298889,0.018122363,0.015321852,0.011504111,0.001132026,0.000312869,0.004726782,0.054310013,0.2349859,0.000062271,1.82431E-05,0.191721734,0.029906812,0.016579101,0.016592672,0.006376723,0.005953223,0.002332024,0.061247832,0.058511655,0.003174922,0.080258421,0.007744667,0.013695317,0.127716184,0.000674385,0.32789718,2.97138E-05,0.000582225,0.062094803,0.049015878,0.232464083,0.003517523,3.92051E-05,4.2039E-06,0.000243149,0.000753907,6.98279E-05,0.05669853,0.000217436,0.000212013,0.036890494,4.34438E-05,0.000846152,0.007293544,5.17123E-05,0.047700668,0.00025615,0.000178373,0.000145094,0.045979362,0.000175169,0.006850456,0.011286104,2.87885E-05,0.093857426,8.58264E-05,0.000445363,0.000463049,0.003933689,0.001737899,4.53534E-05,0,0,0.013818322,0,0.042105608,5.31993E-05,0.002425028,0.000232683,0.002259902,0.003044083,9.90835E-05,0.006237801,0.000589538,1.05864E-05,0.024332408,0
0.012530903,0.000142341,0.006234264,0.013295583,0.018841478,0.001287369,0.000452046,0.000434851,0.053467695,0.135251426,7.74094E-05,3.71188E-05,0.018093732,0.02783692,0.017689032,0.022311839,0.006106192,0.00935261,0.001930934,0.005216386,0.004720848,0.004066881,0.05999151,0.008063119,0.000170129,0.135929227,0.000669058,0.369067596,3.77539E-05,0.000841973,0.075577472,0.053786037,0.206809946,0.004161637,0.000195953,4.72322E-06,0.001502421,0.00087117,0.008886473,0.098781524,0.008656199,0.009564756,0.052661527,0.000119436,0.016155437,0.011658296,0.000141921,0.041590502,0.000113856,1.12672E-05,0.057650176,9.31511E-05,0.005256011,2.87503E-05,3.00123E-05,0.000907129,0.000151568,0.000415941,0.002285144,0.0017568,8.53641E-06,0.001454903,5.85226E-05,0,0,0.000218273,0,0.024080819,3.84622E-05,6.53569E-05,0.000449504,0.010058939,0.000063437,0.00011185,0.002092598,0.004665446,0.000237564,0.000140853,0
0.009304509,5.44668E-06,0.018650794,0.015632909,0.018665829,0.001356905,0.000628352,0.003833608,0.046268061,0.180602918,0.000144235,2.56567E-05,0.192650092,0.031007027,0.018887945,0.02194131,0.006924734,0.060457362,0.002255456,0.075700213,0.072577296,0.062465975,0.098082082,0.024096766,0.006625005,0.15636066,0.006108388,0.409467144,5.83588E-05,0.000489308,0.043937678,0.032509837,0.255251181,0.003621829,0.005558759,1.18773E-05,0.000165738,0.000964101,0.019758296,0.005669276,0.000186162,0.000226803,0.055227042,0.000107984,0.000603792,0.013218708,7.81099E-05,0.0537489,0.000511476,2.21043E-05,0.04797305,0.000557762,0.006113044,5.68989E-05,0.000151591,0.000531799,0.000602177,2.03444E-05,0.002692809,0.000015778,0.001060278,0.001755738,7.43316E-05,0.000108716,0.000230112,0.016283915,0,0.045554895,0.000152128,0.002581395,0.000711012,0.004854992,0.004914398,0.000109026,0.008025611,0.00619262,1.54174E-05,0.119618698,0
0.009674252,6.24683E-06,0.01641925,0.012441754,0.018626339,0.001722144,0.000609426,0.005754034,0.049867875,0.012809427,0.000112616,0.000014587,0.133887923,0.039300378,0.019048559,0.002472565,0.006856781,0.009900674,0.004215972,0.085944705,0.080600054,0.004382935,0.077826172,0.022376435,0.026763077,0.134177656,0.005151625,0.348968674,2.96055E-05,0.000455808,0.07242498,0.052034708,0.16205578,0.002864071,0.000182234,6.57816E-06,0.000129546,0.000340146,0.000152709,0.0004348,0.0006814,0.000614958,0.010421571,0.000102014,0.007598968,0.017915537,7.56463E-05,0.057426031,0.000248453,0.002935294,0.026576581,0.049647074,0.000201482,0.010049346,0.056745272,0.000255568,0.009838154,2.98588E-05,0.000776237,0.000213238,7.09906E-06,0.002319893,6.48347E-05,0,0,4.32837E-05,0,0.054363644,0.000451477,7.98034E-05,0.000859656,0.001898872,0.003952567,9.15602E-05,0.007830631,1.29557E-05,0.00026379,3.80059E-05,0
0.014788178,0.001033167,0.004444261,0.015046988,0.019183393,9.09804E-06,0.000265045,0.00028511,0.061191186,0.123151885,8.30089E-05,0.00002305,0.169889794,0.040300113,0.049931537,0.001564685,0.007145604,0.042630355,0.003187865,0.004660354,0.004140909,0.003767485,0.070087054,0.009303453,0.007577858,0.122197843,0.004385661,0.309496834,0.000645878,0.000510928,0.063256345,0.042137061,0.209819955,0.0036876,0.000501492,2.16485E-06,0.000246893,0.000140905,0.005496989,0.00073618,0.000479649,0.000488973,0.089393458,0.000240798,0.007873579,0.00859214,0.000123016,0.015936875,0.000232617,0.01356505,0.002692767,0.043037656,0.00025201,0.013800955,1.004586998,0.000548015,0.060125309,0.01103442,0.002514837,0.003737049,0.009289867,0.001170147,0.007582222,0,0,0.000591877,0.077842957,0.067461176,7.93876E-05,0.003063783,4.17975E-05,0.004216605,0.000102169,0.007542802,0.016710312,0.006543745,1.80955E-05,0.095609742,0
0.018396508,0.001114674,0.518949587,0.015860513,0.011667542,0.001052422,0.007664743,0.006608006,0.155456685,0.015001837,0.004444936,6.39404E-05,0.250001029,0.059978747,0.041232307,0.054882669,0.022500344,0.090934746,0.104543868,0.273838999,0.263790931,0.015815044,0.19164256,0.047272018,0.004157294,0.406976261,0.018359212,1.098967054,0.000242792,0.000591958,0.170733609,0.127317793,0.480006685,0.005175118,0.03097223,0.000382626,0.038129075,0.027275248,0.073986799,0.500133006,0.000182275,0.000216492,0.367966746,0.000445756,0.013791444,0.036222098,9.81165E-05,0.051902064,0.000207635,9.63252E-06,0.010678137,6.60369E-05,0.00740714,1.01794E-05,2.23943E-05,0.001414548,9.45784E-05,3.84805E-05,0.00544088,0.000012205,0.004021232,0.001712249,4.39241E-05,1.30563E-05,0,0.008392126,0,0.036257815,8.40564E-05,0.001195763,0.000721854,0.000184132,0.000296936,0.000115025,0.005120097,0.088675558,0.000182804,0.020383959,0
0.010613442,7.30452E-05,0.017528387,0.011957789,0.013698206,1.98955E-05,0.000271743,0.006670814,0.043445221,0.194798861,6.95515E-05,2.26693E-05,0.016913319,0.022789611,0.047405468,0.01379853,0.004011253,0.006894783,0.003531154,0.00479491,0.004390005,0.003896726,0.053842278,0.007195023,0.005764871,0.130830877,0.005090073,0.353519967,8.02023E-05,0.000453939,0.052597156,0.035731968,0.221194153,0.000202393,0.000294819,6.84088E-06,0.000205973,0.000763561,0.014613136,0.154349841,9.66729E-05,0.000108168,0.053597618,0.000152876,0.000393551,0.01040317,0.000088979,0.016913307,9.90867E-05,0.022082499,0.041666128,0.059680111,0.000478497,0.01956762,0.052917341,0.017324513,0.074019952,0.018003629,0.001116377,0.002411362,8.29281E-06,0.001188619,0.011941184,1.69405E-06,8.47606E-06,0.000717045,0.131792282,0.098841873,0.002128024,4.73125E-05,0.000384335,0.006180976,8.44794E-05,0.011294952,0.019952163,5.41034E-06,5.38866E-06,5.80973E-05,0
0.013633432,0.00001248,0.024421244,0.013193459,0.00091649,0.001370002,0.000318227,0.000392303,0.053812502,0.123965862,8.45739E-05,2.64415E-05,0.186508001,0.039761552,0.167967001,0.022571744,0.006727033,0.065404409,0.002595573,0.061157506,0.058981091,0.051658574,0.005673391,0.00965862,0.004023505,0.132055787,0.00069068,0.349317371,0.000045842,0.000516883,0.057993155,0.051156459,0.184014527,0.003613806,4.81421E-05,7.67289E-06,0.000182791,0.013753809,8.26083E-05,0.206597794,0.00143279,0.010227151,0.003499902,0.000120432,0.032876315,0.020029882,6.14023E-05,0.050662771,0.000241591,0.00017682,0.000187516,0.009708543,0.000210693,0.006646791,0.001973161,3.05188E-05,0.098922129,8.52862E-05,0.000359008,0.000300019,0.001980883,0.027503655,4.29897E-05,0.000116623,0,5.05845E-05,0.001215949,0.042484539,6.60081E-05,0.001314375,0.000672159,0.005623905,0.003789521,0.000114489,0.007448472,0.2685146,1.18429E-05,0.000116089,0
0.013003223,6.55309E-06,0.019123183,0.013991084,0.001238196,0.0014403,0.000379549,0.000299098,0.057034981,0.108570623,0.000104453,1.67436E-05,0.263234738,0.038816392,0.175586823,0.017967826,0.007391428,0.012681052,0.001840485,0.067435314,0.065376955,0.056245942,0.003061249,0.010683693,0.000257423,0.150510018,0.005604648,0.409262749,0.000043047,0.000404706,0.074882581,0.006179874,0.222244713,0.00355155,5.40857E-05,2.76479E-06,0.000156459,0.000797586,0.000130067,0.012196165,0.01099573,0.011298942,0.000310575,0.000127813,0.0368177,0.015987299,0.000117524,0.057374403,0.000206474,0.033234731,0.034423462,0.044478776,0.000579838,0.052409098,0.378241451,0.000347358,0.042709808,0.000383506,0.001107234,0.000858601,0.001904182,0.02654938,0.002636323,0.001786128,0.000109824,0.017166184,0,0.027589852,0.000103199,0.003905638,0.000945799,0.001599378,0.004865008,6.05278E-05,0.002098279,0.015333626,0.000010848,0.012078977,0
0.009613971,1.44345E-05,0.020158457,0.011704928,0.002168403,0.001817183,0.000268727,0.002868125,0.025674119,0.133188843,6.16992E-05,2.60479E-05,0.193530902,0.034647734,0.165364298,0.021228486,0.012791082,0.016436204,0.002468397,0.119088928,0.112157037,0.095843733,0.003670618,0.00903344,0.001532399,0.164846585,0.006562471,0.428577875,2.85146E-05,0.000315706,0.054880975,0.041183647,0.21538119,0.003151599,0.000586365,4.10755E-05,0.000463395,0.010090474,0.03311028,0.12594561,4.48687E-05,4.11701E-05,0.22664691,3.09346E-05,0.000127731,0.012957326,6.01921E-05,0.056353472,0.000171099,0.044262087,0.000131222,0.058711779,0.00063151,0.044594369,0.533803198,2.73641E-05,0.056160137,0.000219856,0.000710448,0.00064415,0.004325657,0.027973374,0.001842597,0,0,0.000199892,0,0.069450621,0.000117929,0.004614879,0.00079241,0.008293712,0.000115704,0.000105584,0.011937128,0.003397674,0.00016873,0.000093858,0
